date,site_id,client_id,item_id,day_type,effective_headcount,shift,qty_drawn
2025-08-30,South_01,CLIENT-017,ITM-03,Weekend,16,A,2.0
2025-10-07,Central_01,CLIENT-021,ITM-01,Weekday,75,A,4.0
2025-06-04,North_02,CLIENT-008,ITM-04,Weekday,82,A,1.0
2025-06-27,South_01,CLIENT-016,ITM-03,Weekday,71,A,8.0
2025-09-03,East_01,CLIENT-026,ITM-07,Weekday,29,A,1.0
2025-04-08,East_01,CLIENT-027,ITM-02,Weekday,35,A,0.5
2025-05-14,North_01,CLIENT-002,ITM-03,Weekday,105,B,5.0
2025-08-30,North_02,CLIENT-012,ITM-10,Weekday,90,A,1.0
2025-09-16,South_01,CLIENT-018,ITM-10,Weekday,117,A,1.0
2025-06-10,South_01,CLIENT-014,ITM-02,Weekday,118,A,1.0
2025-08-24,North_01,CLIENT-006,ITM-03,Weekend,13,A,1.0
2025-03-07,North_01,CLIENT-005,ITM-10,Weekday,81,A,1.0
2025-11-17,North_02,CLIENT-011,ITM-09,Weekday,70,A,1.0
2025-08-21,South_01,CLIENT-017,ITM-05,Weekday,102,A,1.0
2025-02-14,North_02,CLIENT-008,ITM-02,Weekday,65,A,0.5
2025-11-12,South_01,CLIENT-016,ITM-02,Weekday,65,A,0.5
2025-06-09,North_01,CLIENT-003,ITM-01,Weekday,75,A,4.0
2025-08-20,East_01,CLIENT-028,ITM-03,Weekday,38,A,4.0
2025-01-01,North_02,CLIENT-007,ITM-01,Weekday,89,A,5.0
2025-06-23,South_01,CLIENT-018,ITM-03,Weekday,115,A,11.0
2025-07-02,North_02,CLIENT-013,ITM-02,Weekday,31,A,0.5
2025-10-01,South_01,CLIENT-019,ITM-01,Weekday,104,A,6.0
2025-03-16,South_01,CLIENT-019,ITM-01,Weekend,15,A,1.0
2025-02-27,North_01,CLIENT-002,ITM-08,Weekday,96,A,1.0
2025-12-12,North_01,CLIENT-002,ITM-04,Weekday,110,A,1.0
2025-10-03,South_01,CLIENT-019,ITM-01,Weekday,101,A,5.0
2025-01-07,North_02,CLIENT-008,ITM-03,Weekday,67,A,8.0
2025-08-07,South_01,CLIENT-014,ITM-09,Weekday,120,A,1.0
2025-06-20,Central_01,CLIENT-025,ITM-01,Weekday,24,A,1.0
2025-11-25,South_01,CLIENT-017,ITM-09,Weekday,115,A,1.0
2025-09-25,Central_01,CLIENT-024,ITM-04,Weekday,134,A,1.0
2025-01-15,Central_01,CLIENT-025,ITM-03,Weekday,21,A,3.0
2025-02-14,North_01,CLIENT-006,ITM-03,Weekday,105,A,11.0
2025-11-30,South_01,CLIENT-018,ITM-03,Weekend,15,A,1.0
2025-11-25,South_01,CLIENT-019,ITM-10,Weekday,109,A,1.0
2025-05-01,Central_01,CLIENT-020,ITM-03,Weekday,25,A,3.0
2025-09-04,North_02,CLIENT-008,ITM-09,Weekday,87,A,1.0
2025-02-05,South_01,CLIENT-015,ITM-03,Weekday,133,A,14.0
2025-09-12,South_01,CLIENT-014,ITM-01,Weekday,122,A,6.0
2025-05-16,North_02,CLIENT-008,ITM-10,Weekday,83,A,1.0
2025-12-04,East_01,CLIENT-026,ITM-01,Weekday,24,A,1.0
2025-05-08,Central_01,CLIENT-024,ITM-10,Weekday,140,A,1.0
2025-04-05,North_02,CLIENT-010,ITM-03,Weekday,108,A,10.0
2025-09-07,North_02,CLIENT-011,ITM-01,Weekday,73,A,4.0
2025-02-17,South_01,CLIENT-014,ITM-01,Weekday,106,A,7.0
2025-04-05,South_01,CLIENT-015,ITM-04,Weekday,133,A,1.0
2025-09-18,North_01,CLIENT-004,ITM-03,Weekday,36,A,4.0
2025-06-24,East_01,CLIENT-032,ITM-03,Weekday,26,A,3.0
2025-07-14,North_02,CLIENT-011,ITM-03,Weekday,74,A,6.0
2025-02-18,South_01,CLIENT-017,ITM-04,Weekday,98,A,1.0
2025-06-12,North_02,CLIENT-011,ITM-10,Weekday,71,A,1.0
2025-07-31,North_01,CLIENT-001,ITM-10,Weekday,76,A,1.0
2025-08-18,South_01,CLIENT-016,ITM-01,Weekday,69,A,3.0
2025-11-05,East_01,CLIENT-026,ITM-01,Weekday,26,A,2.0
2025-04-24,North_01,CLIENT-002,ITM-03,Weekday,96,A,10.0
2025-03-16,Central_01,CLIENT-024,ITM-01,Weekend,10,A,1.0
2025-05-29,East_01,CLIENT-028,ITM-01,Weekday,26,A,1.0
2025-11-17,South_01,CLIENT-014,ITM-02,Weekday,118,A,1.0
2025-08-10,North_01,CLIENT-001,ITM-01,Weekend,10,A,1.0
2025-03-26,South_01,CLIENT-015,ITM-10,Weekday,130,A,1.0
2025-08-08,North_01,CLIENT-003,ITM-08,Weekday,83,A,1.0
2025-09-17,North_01,CLIENT-001,ITM-03,Weekday,71,A,8.0
2025-03-28,North_01,CLIENT-003,ITM-10,Weekday,71,A,1.0
2025-02-10,South_01,CLIENT-016,ITM-03,Weekday,75,A,6.0
2025-12-01,South_01,CLIENT-019,ITM-02,Weekday,123,A,1.0
2025-04-15,North_02,CLIENT-007,ITM-03,Weekday,92,B,3.0
2025-01-17,East_01,CLIENT-027,ITM-09,Weekday,23,A,1.0
2025-05-07,North_01,CLIENT-002,ITM-03,Weekday,108,A,11.0
2025-01-07,North_02,CLIENT-013,ITM-02,Weekday,24,A,0.5
2025-04-11,South_01,CLIENT-016,ITM-04,Weekday,77,A,1.0
2025-06-30,South_01,CLIENT-018,ITM-08,Weekday,111,A,1.0
2025-03-10,North_01,CLIENT-005,ITM-02,Weekday,84,A,1.0
2025-10-18,South_01,CLIENT-014,ITM-03,Weekend,14,A,2.0
2025-04-21,North_01,CLIENT-001,ITM-03,Weekday,87,A,11.0
2025-07-02,Central_01,CLIENT-023,ITM-03,Weekday,32,A,3.0
2025-08-01,Central_01,CLIENT-022,ITM-03,Weekday,38,A,5.0
2025-07-16,North_01,CLIENT-001,ITM-10,Weekday,76,A,1.0
2025-02-11,East_01,CLIENT-030,ITM-08,Weekday,120,A,1.0
2025-01-02,South_01,CLIENT-014,ITM-09,Weekday,113,A,1.0
2025-01-19,South_01,CLIENT-017,ITM-03,Weekend,8,A,1.0
2025-05-10,North_01,CLIENT-002,ITM-01,Weekend,10,A,1.0
2025-10-23,North_01,CLIENT-001,ITM-02,Weekday,73,A,0.5
2025-08-05,Central_01,CLIENT-020,ITM-03,Weekday,24,A,2.0
2025-01-16,North_01,CLIENT-003,ITM-01,Weekday,70,A,5.0
2025-12-29,Central_01,CLIENT-023,ITM-02,Weekday,35,A,0.5
2025-07-22,North_01,CLIENT-006,ITM-01,Weekday,89,A,4.0
2025-06-29,North_01,CLIENT-005,ITM-03,Weekend,8,A,1.0
2025-10-13,East_01,CLIENT-029,ITM-01,Weekday,18,A,1.0
2025-08-12,East_01,CLIENT-027,ITM-09,Weekday,41,A,1.0
2025-12-01,South_01,CLIENT-017,ITM-03,Weekday,106,A,10.0
2025-03-19,East_01,CLIENT-032,ITM-03,Weekday,28,B,1.0
2025-08-01,North_02,CLIENT-009,ITM-03,Weekday,19,A,2.0
2025-05-16,East_01,CLIENT-030,ITM-03,Weekday,125,A,11.0
2025-08-04,South_01,CLIENT-014,ITM-03,Weekday,120,A,13.0
2025-06-18,East_01,CLIENT-027,ITM-01,Weekday,36,A,2.0
2025-12-11,North_02,CLIENT-009,ITM-01,Weekday,29,A,1.0
2025-03-25,East_01,CLIENT-027,ITM-01,Weekday,40,A,2.0
2025-04-08,South_01,CLIENT-015,ITM-09,Weekday,133,A,1.0
2025-07-21,South_01,CLIENT-014,ITM-09,Weekday,116,A,1.0
2025-04-23,East_01,CLIENT-032,ITM-02,Weekday,27,A,0.5
2025-04-10,North_01,CLIENT-003,ITM-10,Weekday,71,A,1.0
2025-09-29,North_01,CLIENT-003,ITM-02,Weekday,74,A,0.5
2025-08-18,South_01,CLIENT-018,ITM-02,Weekday,113,A,1.0
2025-12-29,North_01,CLIENT-006,ITM-10,Weekday,90,A,1.0
2025-10-23,North_01,CLIENT-002,ITM-04,Weekday,109,A,1.0
2025-07-30,North_02,CLIENT-013,ITM-03,Weekday,31,A,3.0
2025-05-14,North_01,CLIENT-001,ITM-06,Weekday,78,A,1.0
2025-12-09,Central_01,CLIENT-020,ITM-01,Weekday,24,A,1.0
2025-01-23,South_01,CLIENT-018,ITM-02,Weekday,113,A,1.0
2025-08-21,North_02,CLIENT-010,ITM-04,Weekday,110,A,1.0
2025-03-10,South_01,CLIENT-016,ITM-02,Weekday,69,A,0.5
2025-07-02,North_01,CLIENT-006,ITM-02,Weekday,90,A,1.0
2025-10-10,South_01,CLIENT-019,ITM-09,Weekday,112,A,1.0
2025-08-19,South_01,CLIENT-018,ITM-10,Weekday,116,A,1.0
2025-12-26,South_01,CLIENT-015,ITM-03,Weekday,123,A,14.0
2025-05-14,South_01,CLIENT-015,ITM-01,Weekday,125,B,3.0
2025-01-04,South_01,CLIENT-018,ITM-03,Weekend,14,A,1.0
2025-05-22,South_01,CLIENT-018,ITM-01,Weekday,119,A,6.0
2025-09-13,North_02,CLIENT-009,ITM-01,Weekday,18,A,1.0
2025-01-02,Central_01,CLIENT-021,ITM-03,Weekday,83,A,9.0
2025-08-22,North_01,CLIENT-003,ITM-03,Weekday,76,B,2.0
2025-11-04,North_02,CLIENT-012,ITM-08,Weekday,92,A,1.0
2025-09-05,East_01,CLIENT-028,ITM-09,Weekday,39,A,1.0
2025-07-02,South_01,CLIENT-014,ITM-01,Weekday,106,A,6.0
2025-08-04,North_02,CLIENT-007,ITM-10,Weekday,76,A,1.0
2025-06-27,East_01,CLIENT-028,ITM-04,Weekday,30,A,1.0
2025-07-29,East_01,CLIENT-027,ITM-01,Weekday,38,B,1.0
2025-10-31,North_02,CLIENT-008,ITM-03,Weekday,78,A,7.0
2025-11-14,North_01,CLIENT-002,ITM-03,Weekday,118,A,12.0
2025-07-31,South_01,CLIENT-016,ITM-10,Weekday,62,A,1.0
2025-06-15,South_01,CLIENT-019,ITM-03,Weekend,14,A,2.0
2025-02-19,North_02,CLIENT-010,ITM-02,Weekday,123,A,1.0
2025-10-27,Central_01,CLIENT-021,ITM-10,Weekday,76,A,1.0
2025-03-05,North_01,CLIENT-003,ITM-02,Weekday,77,A,0.5
2025-08-22,East_01,CLIENT-029,ITM-03,Weekday,22,A,2.0
2025-12-08,South_01,CLIENT-017,ITM-02,Weekday,114,A,1.0
2025-03-27,East_01,CLIENT-028,ITM-01,Weekday,23,A,1.0
2025-10-08,East_01,CLIENT-031,ITM-01,Weekday,21,A,1.0
2025-05-19,North_01,CLIENT-004,ITM-02,Weekday,37,A,0.5
2025-06-04,South_01,CLIENT-015,ITM-05,Weekday,130,A,1.0
2025-03-04,North_02,CLIENT-012,ITM-10,Weekday,89,A,1.0
2025-08-15,South_01,CLIENT-018,ITM-03,Independence Day,17,A,2.0
2025-03-03,North_02,CLIENT-011,ITM-08,Weekday,67,A,1.0
2025-07-23,South_01,CLIENT-015,ITM-01,Weekday,125,A,7.0
2025-08-29,North_02,CLIENT-012,ITM-02,Weekday,84,A,1.0
2025-09-19,Central_01,CLIENT-024,ITM-09,Weekday,136,A,1.0
2025-07-28,North_02,CLIENT-013,ITM-02,Weekday,32,A,0.5
2025-04-02,North_01,CLIENT-002,ITM-07,Weekday,92,A,1.0
2025-01-31,South_01,CLIENT-019,ITM-01,Weekday,110,A,6.0
2025-04-01,South_01,CLIENT-018,ITM-09,Weekday,92,A,1.0
2025-01-20,South_01,CLIENT-018,ITM-03,Weekday,117,A,13.0
2025-04-01,South_01,CLIENT-015,ITM-09,Weekday,135,A,1.0
2025-03-13,Central_01,CLIENT-020,ITM-09,Weekday,26,A,1.0
2025-12-02,Central_01,CLIENT-024,ITM-10,Weekday,127,A,1.0
2025-04-24,South_01,CLIENT-016,ITM-10,Weekday,70,A,1.0
2025-09-30,North_02,CLIENT-010,ITM-04,Weekday,109,A,1.0
2025-10-18,North_01,CLIENT-001,ITM-03,Weekday,72,A,8.0
2025-06-25,South_01,CLIENT-016,ITM-03,Weekday,67,A,7.0
2025-01-16,South_01,CLIENT-019,ITM-01,Weekday,101,A,6.0
2025-04-07,South_01,CLIENT-015,ITM-04,Weekday,125,A,1.0
2025-04-14,North_02,CLIENT-008,ITM-10,Weekday,81,A,1.0
2025-10-01,North_01,CLIENT-001,ITM-02,Weekday,76,A,1.0
2025-09-03,South_01,CLIENT-018,ITM-05,Weekday,119,A,1.0
2025-12-24,East_01,CLIENT-027,ITM-02,Weekday,36,A,0.5
2025-02-13,North_02,CLIENT-013,ITM-01,Weekday,24,A,1.0
2025-02-07,Central_01,CLIENT-024,ITM-09,Weekday,109,A,1.0
2025-01-08,East_01,CLIENT-030,ITM-09,Weekday,121,A,1.0
2025-02-09,North_02,CLIENT-012,ITM-01,Weekend,13,A,1.0
2025-09-03,East_01,CLIENT-027,ITM-02,Weekday,38,A,0.5
2025-03-09,East_01,CLIENT-030,ITM-03,Weekend,12,A,1.0
2025-07-18,East_01,CLIENT-026,ITM-03,Weekday,24,A,2.0
2025-02-07,South_01,CLIENT-014,ITM-01,Weekday,118,A,7.0
2025-07-03,East_01,CLIENT-029,ITM-03,Weekday,22,A,2.0
2025-04-01,Central_01,CLIENT-022,ITM-09,Weekday,29,A,1.0
2025-06-18,South_01,CLIENT-016,ITM-01,Weekday,74,A,4.0
2025-12-31,Central_01,CLIENT-022,ITM-01,Weekday,38,A,2.0
2025-10-09,North_02,CLIENT-012,ITM-10,Weekday,83,A,1.0
2025-04-04,North_02,CLIENT-007,ITM-10,Weekday,82,A,1.0
2025-04-29,South_01,CLIENT-015,ITM-09,Weekday,124,A,1.0
2025-06-20,Central_01,CLIENT-020,ITM-02,Weekday,26,A,0.5
2025-03-18,East_01,CLIENT-027,ITM-03,Weekday,35,A,4.0
2025-10-25,South_01,CLIENT-015,ITM-08,Weekday,132,A,1.0
2025-08-08,South_01,CLIENT-019,ITM-01,Weekday,101,A,8.0
2025-08-29,North_02,CLIENT-010,ITM-02,Weekday,126,A,1.0
2025-08-29,East_01,CLIENT-027,ITM-09,Weekday,37,A,1.0
2025-02-21,East_01,CLIENT-026,ITM-03,Weekday,31,A,3.0
2025-06-07,North_02,CLIENT-012,ITM-09,Weekday,78,A,1.0
2025-02-26,North_01,CLIENT-002,ITM-02,Weekday,98,A,1.0
2025-07-29,South_01,CLIENT-019,ITM-10,Weekday,102,A,1.0
2025-03-11,South_01,CLIENT-019,ITM-10,Weekday,103,A,1.0
2025-05-07,Central_01,CLIENT-022,ITM-02,Weekday,30,A,0.5
2025-05-08,East_01,CLIENT-028,ITM-01,Weekday,26,A,
2025-11-04,Central_01,CLIENT-020,ITM-03,Weekday,25,A,3.0
2025-10-28,North_02,CLIENT-007,ITM-01,Weekday,73,A,4.0
2025-12-15,East_01,CLIENT-030,ITM-03,Weekday,118,A,12.0
2025-10-08,North_02,CLIENT-011,ITM-01,Weekday,78,A,5.0
2025-07-08,East_01,CLIENT-028,ITM-01,Weekday,30,A,2.0
2025-11-12,South_01,CLIENT-019,ITM-03,Weekday,100,A,8.0
2025-04-07,Central_01,CLIENT-020,ITM-08,Weekday,25,A,1.0
2025-06-12,South_01,CLIENT-018,ITM-02,Weekday,108,A,1.0
2025-08-08,South_01,CLIENT-015,ITM-10,Weekday,136,A,1.0
2025-02-08,South_01,CLIENT-017,ITM-01,Weekend,11,A,1.0
2025-12-02,South_01,CLIENT-015,ITM-07,Weekday,118,A,1.0
2025-07-11,North_01,CLIENT-001,ITM-01,Weekday,76,A,4.0
2025-05-15,South_01,CLIENT-018,ITM-02,Weekday,120,A,1.5
2025-08-25,North_02,CLIENT-010,ITM-07,Weekday,110,A,1.0
2025-01-03,East_01,CLIENT-028,ITM-01,Weekday,25,A,1.0
2025-01-29,East_01,CLIENT-030,ITM-02,Weekday,124,A,1.0
2025-01-21,North_01,CLIENT-003,ITM-01,Weekday,72,A,3.0
2025-03-11,North_01,CLIENT-006,ITM-07,Weekday,101,A,1.0
2025-02-21,North_02,CLIENT-008,ITM-02,Weekday,72,A,1.0
2025-04-28,North_02,CLIENT-010,ITM-02,Weekday,119,A,1.5
2025-10-14,South_01,CLIENT-014,ITM-09,Weekday,118,A,1.0
2025-05-08,East_01,CLIENT-028,ITM-03,Weekday,26,B,9.2
2025-04-25,East_01,CLIENT-030,ITM-02,Weekday,108,A,1.0
2025-07-18,East_01,CLIENT-029,ITM-03,Weekday,22,A,2.0
2025-09-26,East_01,CLIENT-028,ITM-01,Weekday,42,A,2.0
2025-12-24,Central_01,CLIENT-021,ITM-01,Weekday,76,A,4.0
2025-01-29,North_02,CLIENT-007,ITM-02,Weekday,82,A,1.0
2025-12-22,South_01,CLIENT-016,ITM-02,Weekday,73,A,1.0
2025-07-03,North_02,CLIENT-011,ITM-04,Weekday,77,A,1.0
2025-07-09,Central_01,CLIENT-023,ITM-03,Weekday,31,A,3.0
2025-10-03,North_01,CLIENT-006,ITM-04,Weekday,80,A,1.0
2025-03-24,North_02,CLIENT-011,ITM-01,Weekday,70,A,5.0
2025-05-01,East_01,CLIENT-029,ITM-03,Weekday,22,A,2.0
2025-02-11,South_01,CLIENT-019,ITM-01,Weekday,99,A,6.0
2025-05-06,North_02,CLIENT-009,ITM-01,Weekday,20,A,1.0
2025-03-12,East_01,CLIENT-028,ITM-09,Weekday,26,A,1.0
2025-05-12,North_01,CLIENT-004,ITM-01,Weekday,36,A,2.0
2025-04-15,North_01,CLIENT-005,ITM-01,Weekday,89,A,6.0
2025-04-30,North_02,CLIENT-010,ITM-01,Weekday,120,A,6.0
2025-10-10,East_01,CLIENT-031,ITM-03,Weekday,21,A,2.0
2025-03-10,South_01,CLIENT-017,ITM-01,Weekday,90,B,2.0
2025-01-27,North_02,CLIENT-007,ITM-08,Weekday,88,A,1.0
2025-10-28,Central_01,CLIENT-023,ITM-02,Weekday,36,A,0.5
2025-10-27,North_01,CLIENT-004,ITM-01,Weekday,32,A,2.0
2025-06-06,North_02,CLIENT-008,ITM-01,Weekday,78,A,5.0
2025-07-28,Central_01,CLIENT-024,ITM-03,Weekday,133,A,12.0
2025-11-05,South_01,CLIENT-016,ITM-01,Weekday,62,A,4.0
2025-06-14,North_01,CLIENT-001,ITM-10,Weekday,87,A,1.0
2025-09-24,North_01,CLIENT-003,ITM-02,Weekday,82,A,1.0
2025-12-29,North_01,CLIENT-002,ITM-02,Weekday,128,A,1.0
2025-05-19,South_01,CLIENT-017,ITM-01,Weekday,92,A,5.0
2025-09-12,South_01,CLIENT-015,ITM-01,Weekday,133,A,6.0
2025-03-12,North_01,CLIENT-004,ITM-03,Weekday,30,A,3.0
2025-12-30,North_02,CLIENT-009,ITM-03,Weekday,29,A,3.0
2025-01-30,Central_01,CLIENT-021,ITM-02,Weekday,86,A,1.0
2025-11-29,South_01,CLIENT-019,ITM-03,Weekend,11,A,1.0
2025-07-21,Central_01,CLIENT-023,ITM-03,Weekday,33,A,3.0
2025-12-07,North_02,CLIENT-011,ITM-02,Weekday,75,A,0.5
2025-12-22,North_02,CLIENT-010,ITM-01,Weekday,110,A,6.0
2025-10-13,South_01,CLIENT-019,ITM-07,Weekday,97,A,1.0
2025-02-13,Central_01,CLIENT-021,ITM-09,Weekday,82,A,1.0
2025-12-16,East_01,CLIENT-032,ITM-01,Weekday,27,A,2.0
2025-08-01,North_01,CLIENT-005,ITM-03,Weekday,93,A,10.0
2025-01-27,North_01,CLIENT-005,ITM-10,Weekday,92,A,1.0
2025-09-24,East_01,CLIENT-030,ITM-01,Weekday,112,A,5.0
2025-02-20,North_02,CLIENT-008,ITM-02,Weekday,73,A,1.0
2025-12-09,Central_01,CLIENT-022,ITM-10,Weekday,42,A,1.0
2025-11-19,Central_01,CLIENT-020,ITM-03,Weekday,22,A,2.0
2025-10-03,North_02,CLIENT-011,ITM-03,Weekday,77,A,9.0
2025-04-04,South_01,CLIENT-018,ITM-05,Weekday,100,A,1.0
2025-10-03,South_01,CLIENT-019,ITM-08,Weekday,101,A,1.0
2025-08-20,East_01,CLIENT-028,ITM-02,Weekday,38,A,0.5
2025-06-20,Central_01,CLIENT-020,ITM-03,Weekday,26,A,2.0
2025-04-12,North_01,CLIENT-003,ITM-03,Weekday,73,A,7.0
2025-03-04,East_01,CLIENT-027,ITM-03,Weekday,23,A,2.0
2025-08-05,North_02,CLIENT-010,ITM-01,Weekday,114,A,5.0
2025-07-11,South_01,CLIENT-016,ITM-01,Weekday,68,A,3.0
2025-03-12,South_01,CLIENT-015,ITM-03,Weekday,120,A,11.0
2025-09-10,Central_01,CLIENT-023,ITM-04,Weekday,29,A,1.0
2025-06-26,North_01,CLIENT-001,ITM-10,Weekday,83,A,1.0
2025-07-18,South_01,CLIENT-018,ITM-10,Weekday,114,A,1.0
2025-02-09,South_01,CLIENT-015,ITM-09,Weekday,123,A,1.0
2025-06-01,North_02,CLIENT-011,ITM-09,Weekday,68,A,1.0
2025-03-13,South_01,CLIENT-015,ITM-09,Weekday,128,A,1.0
2025-09-03,South_01,CLIENT-017,ITM-03,Weekday,111,A,11.0
2025-03-04,East_01,CLIENT-031,ITM-08,Weekday,19,A,1.0
2025-10-05,South_01,CLIENT-015,ITM-02,Weekday,126,A,1.5
2025-08-24,South_01,CLIENT-019,ITM-03,Weekend,13,A,1.0
2025-04-28,South_01,CLIENT-019,ITM-02,Weekday,113,A,1.0
2025-12-23,South_01,CLIENT-014,ITM-04,Weekday,115,A,1.0
2025-03-15,North_02,CLIENT-012,ITM-02,Weekday,85,A,1.0
2025-01-21,East_01,CLIENT-026,ITM-03,Weekday,29,A,2.0
2025-03-25,East_01,CLIENT-028,ITM-02,Weekday,26,A,0.5
2025-08-20,Central_01,CLIENT-025,ITM-02,Weekday,23,A,0.5
2025-12-10,East_01,CLIENT-026,ITM-08,Weekday,26,A,1.0
2025-02-25,North_01,CLIENT-002,ITM-02,Weekday,102,A,1.0
2025-04-08,South_01,CLIENT-019,ITM-01,Weekday,102,A,4.0
2025-10-25,South_01,CLIENT-015,ITM-03,Weekday,132,A,16.0
2025-03-27,South_01,CLIENT-017,ITM-01,Weekday,92,A,6.0
2025-05-06,North_02,CLIENT-007,ITM-01,Weekday,89,A,5.0
2025-05-22,South_01,CLIENT-015,ITM-05,Weekday,133,A,1.0
2025-02-20,South_01,CLIENT-016,ITM-09,Weekday,74,A,1.0
2025-07-07,North_01,CLIENT-004,ITM-02,Weekday,33,A,0.5
2025-08-21,Central_01,CLIENT-025,ITM-01,Weekday,23,A,1.0
2025-12-16,Central_01,CLIENT-024,ITM-02,Weekday,136,A,1.5
2025-04-02,North_01,CLIENT-002,ITM-01,Weekday,92,A,5.0
2025-07-26,Central_01,CLIENT-020,ITM-03,Weekday,25,A,3.0
2025-09-19,North_02,CLIENT-011,ITM-10,Weekday,79,A,1.0
2025-12-12,North_01,CLIENT-001,ITM-01,Weekday,72,A,5.0
2025-03-25,North_01,CLIENT-002,ITM-02,Weekday,95,A,1.0
2025-06-03,North_01,CLIENT-004,ITM-09,Weekday,34,A,1.0
2025-05-21,South_01,CLIENT-018,ITM-03,Weekday,119,A,14.0
2025-12-18,North_02,CLIENT-012,ITM-01,Weekday,79,A,4.0
2025-06-12,North_01,CLIENT-004,ITM-02,Weekday,36,A,0.5
2025-11-08,North_02,CLIENT-011,ITM-01,Weekday,74,A,4.0
2025-01-01,North_01,CLIENT-002,ITM-03,Weekday,88,A,9.0
2025-05-26,North_02,CLIENT-010,ITM-03,Weekday,114,A,14.0
2025-07-27,South_01,CLIENT-015,ITM-04,Weekday,134,A,1.0
2025-01-22,East_01,CLIENT-029,ITM-01,Weekday,24,A,1.0
2025-04-18,South_01,CLIENT-017,ITM-02,Weekday,93,A,1.0
2025-04-25,North_02,CLIENT-010,ITM-04,Weekday,109,A,1.0
2025-07-28,North_01,CLIENT-003,ITM-08,Weekday,83,A,1.0
2025-03-27,Central_01,CLIENT-025,ITM-03,Weekday,23,A,2.0
2025-02-26,North_01,CLIENT-005,ITM-04,Weekday,82,A,1.0
2025-04-23,South_01,CLIENT-014,ITM-02,Weekday,108,A,1.0
2025-07-04,North_01,CLIENT-004,ITM-02,Weekday,37,A,0.5
2025-01-21,North_02,CLIENT-013,ITM-03,Weekday,23,A,2.0
2025-11-08,North_01,CLIENT-006,ITM-03,Weekend,8,A,1.0
2025-10-07,East_01,CLIENT-031,ITM-01,Weekday,19,A,1.0
2025-03-01,North_01,CLIENT-003,ITM-01,Weekday,73,A,4.0
2025-01-25,North_01,CLIENT-003,ITM-01,Weekday,80,A,4.0
2025-09-19,North_02,CLIENT-012,ITM-08,Weekday,93,A,1.0
2025-06-30,North_02,CLIENT-007,ITM-03,Weekday,79,A,7.0
2025-01-01,North_01,CLIENT-004,ITM-03,Weekday,29,A,3.0
2025-06-30,South_01,CLIENT-016,ITM-02,Weekday,65,A,1.0
2025-08-01,North_02,CLIENT-007,ITM-03,Weekday,72,A,7.0
2025-10-21,Central_01,CLIENT-022,ITM-01,Weekday,42,A,3.0
2025-09-15,South_01,CLIENT-014,ITM-01,Weekday,113,A,6.0
2025-10-09,South_01,CLIENT-019,ITM-08,Weekday,99,A,1.0
2025-10-12,South_01,CLIENT-017,ITM-01,Weekend,10,A,1.0
2025-09-24,South_01,CLIENT-019,ITM-02,Weekday,102,A,1.0
2025-05-14,North_02,CLIENT-010,ITM-08,Weekday,119,A,1.0
2025-06-24,North_02,CLIENT-013,ITM-01,Weekday,34,A,2.0
2025-12-11,North_01,CLIENT-006,ITM-09,Weekday,92,A,1.0
2025-10-20,South_01,CLIENT-017,ITM-03,Diwali,19,A,2.0
2025-05-24,North_02,CLIENT-008,ITM-03,Weekend,7,A,1.0
2025-01-27,North_02,CLIENT-008,ITM-01,Weekday,64,A,4.0
2025-04-16,Central_01,CLIENT-024,ITM-02,Weekday,132,A,1.5
2025-11-05,South_01,CLIENT-019,ITM-08,Weekday,103,A,1.0
2025-04-14,North_01,CLIENT-003,ITM-10,Weekday,77,A,1.0
2025-12-17,North_01,CLIENT-001,ITM-01,Weekday,66,A,4.0
2025-07-25,North_01,CLIENT-001,ITM-10,Weekday,81,A,1.0
2025-02-10,South_01,CLIENT-017,ITM-09,Weekday,94,A,1.0
2025-11-24,North_01,CLIENT-005,ITM-08,Weekday,87,A,1.0
2025-02-05,Central_01,CLIENT-020,ITM-03,Weekday,24,A,2.0
2025-07-19,North_01,CLIENT-003,ITM-03,Weekday,81,A,8.0
2025-10-27,East_01,CLIENT-029,ITM-01,Weekday,21,A,1.0
2025-09-29,North_02,CLIENT-013,ITM-01,Weekday,32,A,2.0
2025-07-18,South_01,CLIENT-014,ITM-01,Weekday,113,A,7.0
2025-10-14,East_01,CLIENT-026,ITM-01,Weekday,26,A,1.0
2025-11-07,East_01,CLIENT-030,ITM-01,Weekday,104,A,6.0
2025-09-17,North_01,CLIENT-005,ITM-10,Weekday,96,A,1.0
2025-12-29,East_01,CLIENT-030,ITM-09,Weekday,106,A,1.0
2025-08-19,North_01,CLIENT-004,ITM-03,Weekday,34,A,3.0
2025-10-08,South_01,CLIENT-015,ITM-09,Weekday,133,A,1.0
2025-04-14,North_02,CLIENT-009,ITM-01,Weekday,21,A,1.0
2025-08-20,East_01,CLIENT-029,ITM-03,Weekday,21,A,2.0
2025-04-24,Central_01,CLIENT-025,ITM-02,Weekday,22,A,0.5
2025-07-15,North_01,CLIENT-004,ITM-02,Weekday,36,A,
2025-08-13,North_01,CLIENT-002,ITM-01,Weekday,106,A,7.0
2025-01-31,North_02,CLIENT-012,ITM-03,Weekday,90,A,7.0
2025-09-10,Central_01,CLIENT-024,ITM-06,Weekday,120,A,1.0
2025-01-20,Central_01,CLIENT-024,ITM-06,Weekday,127,A,1.0
2025-08-20,North_02,CLIENT-011,ITM-09,Weekday,70,A,1.0
